,id,Exam_Score,point_attendance,point_motivation,point_extracurricular_activities,point_previous_scores,total_point
5418,5005,62,0,5,10,27.5,104.5
5419,5861,63,5,0,10,26.5,104.5
5420,3932,67,5,-10,0,42.5,104.5
5421,2861,68,15,-15,10,26.5,104.5
5422,2988,66,10,-5,0,33.5,104.5
5423,4744,66,5,-5,0,38.5,104.5
5424,4664,62,0,5,10,27.5,104.5
5425,3006,66,10,0,0,28.5,104.5
5426,3076,62,0,15,0,27.5,104.5
5427,4615,66,10,-5,0,33.0,104.0
5428,2447,63,0,0,10,31.0,104.0
5429,3370,65,0,-5,0,44.0,104.0
5430,5927,66,0,0,0,38.0,104.0
5431,3841,63,0,5,10,26.0,104.0
5432,4684,71,15,-10,0,28.0,104.0
5433,1010,65,0,-5,10,34.0,104.0
5434,5846,67,5,-5,10,27.0,104.0
5435,5276,62,0,5,10,27.0,104.0
5436,1054,63,0,-10,10,41.0,104.0
5437,5607,64,0,0,10,30.0,104.0
5438,3256,62,5,-5,10,32.0,104.0
5439,4347,64,0,5,10,25.0,104.0
5440,1391,62,0,10,0,32.0,104.0
5441,4927,63,0,-5,0,46.0,104.0
5442,1337,65,10,0,0,29.0,104.0
5443,6258,64,0,-5,10,35.0,104.0
5444,3713,69,5,0,0,30.0,104.0
5445,1470,64,5,0,0,35.0,104.0
5446,3611,64,5,-5,0,40.0,104.0
5447,5728,61,0,-15,10,48.0,104.0
5448,103,63,0,0,0,41.0,104.0
5449,2382,64,0,5,10,25.0,104.0
5450,15,64,0,5,0,35.0,104.0
5451,2488,66,0,-5,10,33.0,104.0
5452,1061,64,5,-5,10,30.0,104.0
5453,6049,67,10,0,0,27.0,104.0
5454,5179,68,5,0,0,31.0,104.0
5455,4870,65,5,5,0,29.0,104.0
5456,793,62,0,5,0,37.0,104.0
5457,4856,62,5,0,10,27.0,104.0
5458,604,63,0,-5,0,46.0,104.0
5459,1968,65,0,0,10,28.5,103.5
5460,3896,63,0,5,10,25.5,103.5
5461,5983,60,0,0,0,43.5,103.5
5462,3397,59,0,0,10,34.5,103.5
5463,6302,67,5,0,0,31.5,103.5
5464,4265,64,0,0,10,29.5,103.5
5465,2045,65,5,5,0,28.5,103.5
5466,5168,62,0,5,0,36.5,103.5
5467,623,66,5,5,0,27.5,103.5
5468,1002,65,10,-5,0,33.5,103.5
5469,2255,68,10,0,0,25.5,103.5
5470,4087,65,0,5,0,33.5,103.5
5471,4037,64,0,-5,10,34.5,103.5
5472,2796,71,0,-5,0,37.5,103.5
5473,5286,66,15,-5,0,27.5,103.5
5474,993,66,5,-5,0,37.5,103.5
5475,5205,64,5,-5,10,29.5,103.5
5476,2173,63,5,0,0,35.5,103.5
5477,5185,60,0,-10,10,43.5,103.5
5478,2018,63,5,-5,10,30.5,103.5
5479,1095,66,0,10,0,27.5,103.5
5480,5669,64,5,0,0,34.5,103.5
5481,5340,59,0,0,0,44.5,103.5
5482,4580,65,0,0,0,38.5,103.5
5483,1158,64,5,-5,10,29.5,103.5
5484,837,65,0,0,10,28.5,103.5
5485,216,66,10,0,0,27.5,103.5
5486,3768,62,0,0,0,41.5,103.5
5487,4390,66,10,-5,0,32.5,103.5
5488,3581,63,0,-5,10,35.5,103.5
5489,569,65,5,-5,10,28.5,103.5
5490,3222,63,0,-10,10,40.5,103.5
5491,2551,62,5,-5,10,31.5,103.5
5492,4896,68,0,-5,0,40.5,103.5
5493,6125,64,0,5,0,34.5,103.5
5494,4920,60,0,0,0,43.5,103.5
5495,1170,65,10,-5,0,33.5,103.5
5496,3178,60,0,-5,10,38.5,103.5
5497,6156,63,0,15,0,25.5,103.5
5498,1653,65,10,-5,0,33.5,103.5
5499,4977,65,0,-5,10,33.5,103.5
5500,853,62,5,0,10,26.5,103.5
5501,2884,62,0,5,0,36.5,103.5
5502,2919,65,0,5,0,33.5,103.5
5503,6129,63,0,0,0,40.5,103.5
5504,1685,66,10,-10,0,37.5,103.5
5505,1678,69,10,-5,0,29.5,103.5
5506,6190,65,5,-5,10,28.0,103.0
5507,2819,63,0,-5,10,35.0,103.0
5508,5712,63,5,-5,10,30.0,103.0
5509,279,59,0,0,10,34.0,103.0
5510,6037,63,10,0,0,30.0,103.0
5511,3263,65,0,0,10,28.0,103.0
5512,910,62,0,5,10,26.0,103.0
5513,1461,68,5,-10,0,40.0,103.0
5514,3057,65,10,-10,10,28.0,103.0
5515,1421,66,5,-5,10,27.0,103.0
5516,2981,66,10,-10,0,37.0,103.0
5517,5534,64,5,-5,0,39.0,103.0
5518,309,64,0,-10,10,39.0,103.0
5519,1851,65,5,-10,10,33.0,103.0
5520,4188,62,0,5,10,26.0,103.0
5521,4673,66,5,-5,10,27.0,103.0
5522,5120,64,0,-10,0,49.0,103.0
5523,4833,64,5,5,0,29.0,103.0
5524,5409,65,0,5,0,33.0,103.0
5525,5400,65,5,-5,10,28.0,103.0
5526,5651,68,15,-10,0,30.0,103.0
5527,4218,64,0,0,10,29.0,103.0
5528,6270,67,10,0,0,26.0,103.0
5529,1540,65,5,-5,10,28.0,103.0
5530,3551,68,5,-5,0,35.0,103.0
5531,4957,67,5,-5,10,26.0,103.0
5532,3125,61,0,0,10,32.0,103.0
5533,4067,61,5,10,0,27.0,103.0
5534,2662,67,10,0,0,26.0,103.0
5535,4096,66,5,0,0,32.0,103.0
5536,3949,66,0,-5,10,32.0,103.0
5537,2418,63,0,0,10,30.0,103.0
5538,2711,65,5,5,0,28.0,103.0
5539,6075,68,5,-10,10,30.0,103.0
5540,3940,61,0,5,0,37.0,103.0
5541,2727,60,0,0,10,33.0,103.0
5542,1044,63,5,-5,0,40.0,103.0
5543,2171,65,10,-10,0,38.0,103.0
5544,3992,62,0,0,0,41.0,103.0
5545,1686,68,10,-5,0,30.0,103.0
5546,3405,62,5,-5,0,41.0,103.0
5547,708,66,5,0,0,32.0,103.0
5548,938,62,5,-5,10,31.0,103.0
5549,1585,65,5,-10,10,33.0,103.0
5550,2494,63,5,0,10,25.0,103.0
5551,2435,64,0,0,10,29.0,103.0
5552,1633,63,0,-5,0,45.0,103.0
5553,4949,67,15,-5,0,26.0,103.0
5554,3000,66,10,0,0,27.0,103.0
5555,133,67,0,0,10,26.0,103.0
5556,2102,64,5,-5,10,29.0,103.0
5557,802,63,5,5,0,30.0,103.0
5558,1400,63,5,-5,0,39.5,102.5
5559,1072,67,0,0,0,35.5,102.5
5560,5042,65,5,-10,0,42.5,102.5
5561,2016,64,5,0,0,33.5,102.5
5562,4277,63,0,0,0,39.5,102.5
5563,4888,61,0,0,10,31.5,102.5
5564,5812,68,10,-5,0,29.5,102.5
5565,1538,61,0,0,10,31.5,102.5
5566,1604,66,5,5,0,26.5,102.5
5567,2346,66,10,-5,0,31.5,102.5
5568,4622,66,10,-10,0,36.5,102.5
5569,4055,61,5,0,10,26.5,102.5
5570,6213,65,5,-10,10,32.5,102.5
5571,4256,64,0,-10,10,38.5,102.5
5572,4823,59,0,-5,0,48.5,102.5
5573,278,69,10,-10,0,33.5,102.5
5574,364,62,0,0,0,40.5,102.5
5575,1823,64,5,0,0,33.5,102.5
5576,183,64,0,0,10,28.5,102.5
5577,2376,65,5,0,0,32.5,102.5
5578,134,65,5,-5,0,37.5,102.5
5579,4081,65,0,-5,10,32.5,102.5
5580,1855,66,0,0,0,36.5,102.5
5581,4761,64,0,-5,10,33.5,102.5
5582,5972,67,5,0,0,30.5,102.5
5583,5862,64,0,-5,10,33.5,102.5
5584,5916,61,0,-5,0,46.5,102.5
5585,5990,62,0,5,10,25.5,102.5
5586,6314,65,5,5,0,27.5,102.5
5587,3346,65,5,5,0,27.5,102.5
5588,3564,69,15,-10,0,28.5,102.5
5589,2843,63,10,0,0,29.5,102.5
5590,590,61,0,5,0,36.5,102.5
5591,2639,68,0,5,0,29.5,102.5
5592,5530,62,0,5,10,25.5,102.5
5593,4801,60,0,0,0,42.5,102.5
5594,16,60,0,0,10,32.5,102.5
5595,5950,67,10,0,0,25.5,102.5
5596,3568,66,0,5,0,31.5,102.5
5597,3171,60,0,5,10,27.5,102.5
5598,3218,67,10,-5,0,30.5,102.5
5599,2859,64,5,5,0,28.5,102.5
5600,654,63,5,5,0,29.5,102.5
5601,506,63,10,-15,10,34.5,102.5
5602,3026,60,0,0,10,32.5,102.5
5603,2500,62,10,-15,10,35.5,102.5
5604,762,64,0,-10,0,48.5,102.5
5605,2589,65,5,0,0,32.5,102.5
5606,3355,65,0,0,10,27.5,102.5
5607,780,65,5,0,0,32.0,102.0
5608,4118,67,20,-15,0,30.0,102.0
5609,1074,63,5,-5,0,39.0,102.0
5610,807,66,5,-5,0,36.0,102.0
5611,3080,63,10,0,0,29.0,102.0
5612,818,67,10,0,0,25.0,102.0
5613,5875,65,0,0,10,27.0,102.0
5614,471,63,0,0,0,39.0,102.0
5615,3683,62,0,5,0,35.0,102.0
5616,5869,65,0,0,10,27.0,102.0
5617,221,60,0,10,0,32.0,102.0
5618,5608,61,0,0,10,31.0,102.0
5619,619,64,5,5,0,28.0,102.0
5620,78,60,0,5,10,27.0,102.0
5621,1596,64,0,5,0,33.0,102.0
5622,2099,62,0,5,0,35.0,102.0
5623,74,66,5,5,0,26.0,102.0
5624,663,66,15,-5,0,26.0,102.0
5625,1218,62,0,5,10,25.0,102.0
5626,3100,65,0,-10,0,47.0,102.0
5627,2387,61,0,-10,10,41.0,102.0
5628,4777,64,5,0,0,33.0,102.0
5629,2946,62,5,10,0,25.0,102.0
5630,1755,63,0,-5,10,34.0,102.0
5631,2847,63,5,0,0,34.0,102.0
5632,2231,63,0,-10,10,39.0,102.0
5633,4486,58,5,0,10,29.0,102.0
5634,1683,65,0,0,0,37.0,102.0
5635,6257,64,5,0,0,33.0,102.0
5636,1316,64,0,-5,10,33.0,102.0
5637,1912,63,10,0,0,29.0,102.0
5638,4501,66,5,-5,10,26.0,102.0
5639,1047,65,5,-10,0,42.0,102.0
5640,4284,62,0,-10,0,50.0,102.0
5641,5305,67,10,0,0,25.0,102.0
5642,2239,66,10,-5,0,31.0,102.0
5643,5081,65,10,-10,10,27.0,102.0
5644,1752,65,10,-10,10,27.0,102.0
5645,3939,65,0,0,10,27.0,102.0
5646,5700,62,0,-5,0,45.0,102.0
5647,1820,63,5,-5,10,29.0,102.0
5648,5141,63,0,-5,0,44.0,102.0
5649,1702,61,0,5,0,36.0,102.0
5650,6093,61,0,5,10,25.5,101.5
5651,3084,65,5,0,0,31.5,101.5
5652,903,66,0,0,0,35.5,101.5
5653,5452,65,5,5,0,26.5,101.5
5654,1425,64,10,-10,10,27.5,101.5
5655,665,66,0,-10,0,45.5,101.5
5656,4794,68,10,-5,0,28.5,101.5
5657,4759,67,10,-5,0,29.5,101.5
5658,5558,68,10,-10,0,33.5,101.5
5659,3130,66,5,-5,0,35.5,101.5
5660,6009,65,10,-10,0,36.5,101.5
5661,4898,63,5,-5,10,28.5,101.5
5662,2252,64,0,5,0,32.5,101.5
5663,5496,65,0,10,0,26.5,101.5
5664,2222,61,0,0,0,40.5,101.5
5665,5004,66,0,5,0,30.5,101.5
5666,3167,65,5,0,0,31.5,101.5
5667,1697,67,5,0,0,29.5,101.5
5668,2279,66,5,5,0,25.5,101.5
5669,1722,63,5,-5,10,28.5,101.5
5670,1735,60,0,5,10,26.5,101.5
5671,1280,66,5,0,0,30.5,101.5
5672,6250,65,0,-5,0,41.5,101.5
5673,5013,70,10,-5,0,26.5,101.5
5674,3101,65,0,-5,10,31.5,101.5
5675,4909,60,0,0,10,31.5,101.5
5676,5412,64,5,-10,10,32.5,101.5
5677,618,63,5,-5,10,28.5,101.5
5678,2125,67,10,-5,0,29.5,101.5
5679,6185,65,5,-10,0,41.5,101.5
5680,6219,63,5,5,0,28.5,101.5
5681,3307,65,10,-10,10,26.5,101.5
5682,3015,66,10,-10,10,25.5,101.5
5683,6338,65,5,-10,10,31.5,101.5
5684,5222,61,0,0,10,30.5,101.5
5685,3114,65,5,-5,0,36.5,101.5
5686,1904,63,0,-5,10,33.5,101.5
5687,1080,62,0,-10,10,39.5,101.5
5688,3242,65,10,0,0,26.5,101.5
5689,5928,63,10,-10,10,28.5,101.5
5690,179,65,5,5,0,26.5,101.5
5691,1783,64,10,-10,0,37.5,101.5
5692,6181,64,10,-5,0,32.5,101.5
5693,1905,62,5,-5,10,29.5,101.5
5694,2197,64,0,-5,0,42.5,101.5
5695,4379,61,5,-10,10,35.5,101.5
5696,3724,64,0,10,0,27.5,101.5
5697,1052,65,0,0,0,36.5,101.5
5698,4219,62,0,-10,10,39.5,101.5
5699,5398,64,0,10,0,27.5,101.5
5700,30,63,10,0,0,28.5,101.5
5701,5564,64,5,0,0,32.0,101.0
5702,3882,63,0,5,0,33.0,101.0
5703,1910,62,5,-10,0,44.0,101.0
5704,2485,68,0,0,0,33.0,101.0
5705,5988,60,0,0,10,31.0,101.0
5706,3414,60,0,5,10,26.0,101.0
5707,660,64,5,-5,10,27.0,101.0
5708,332,65,0,5,0,31.0,101.0
5709,2684,68,5,-5,0,33.0,101.0
5710,1011,65,5,-10,10,31.0,101.0
5711,3422,67,0,5,0,29.0,101.0
5712,3428,60,0,0,10,31.0,101.0
5713,357,63,0,-5,0,43.0,101.0
5714,814,64,5,0,0,32.0,101.0
5715,113,64,0,0,0,37.0,101.0
5716,4270,64,0,-5,0,42.0,101.0
5717,4554,65,5,-5,0,36.0,101.0
5718,2522,65,5,-10,0,41.0,101.0
5719,4946,62,5,5,0,29.0,101.0
5720,1673,64,0,0,10,27.0,101.0
5721,4937,65,5,5,0,26.0,101.0
5722,4983,65,15,-10,0,31.0,101.0
5723,4639,66,0,-5,10,30.0,101.0
5724,4993,59,0,-10,10,42.0,101.0
5725,1414,64,0,-10,0,47.0,101.0
5726,1510,61,0,-5,10,35.0,101.0
5727,3199,65,0,5,0,31.0,101.0
5728,5894,65,0,0,10,26.0,101.0
5729,5155,63,5,-10,10,33.0,101.0
5730,465,69,5,0,0,27.0,101.0
5731,3278,70,10,-10,0,31.0,101.0
5732,1899,63,0,0,10,28.0,101.0
5733,1935,66,15,-10,0,30.0,101.0
5734,4931,64,5,5,0,27.0,101.0
5735,3589,65,5,-5,0,36.0,101.0
5736,2322,60,5,0,10,25.5,100.5
5737,3150,64,0,-5,10,31.5,100.5
5738,3543,64,0,-10,0,46.5,100.5
5739,3726,62,0,-5,10,33.5,100.5
5740,2278,64,0,5,0,31.5,100.5
5741,875,68,0,5,0,27.5,100.5
5742,3786,65,0,-10,10,35.5,100.5
5743,4606,64,0,-5,0,41.5,100.5
5744,5758,63,0,0,10,27.5,100.5
5745,4612,64,0,-5,0,41.5,100.5
5746,144,61,0,-10,0,49.5,100.5
5747,412,66,5,-15,0,44.5,100.5
5748,5174,63,0,-10,10,37.5,100.5
5749,142,65,10,-5,0,30.5,100.5
5750,4088,64,0,5,0,31.5,100.5
5751,1026,65,5,-5,10,25.5,100.5
5752,4161,63,10,-10,10,27.5,100.5
5753,2520,61,0,-5,10,34.5,100.5
5754,4747,67,0,-5,0,38.5,100.5
5755,5504,62,0,-10,0,48.5,100.5
5756,181,63,5,-15,10,37.5,100.5
5757,6171,60,0,0,10,30.5,100.5
5758,1005,66,5,-10,10,29.5,100.5
5759,5440,65,0,0,10,25.5,100.5
5760,5000,64,0,0,10,26.5,100.5
5761,257,63,0,5,0,32.5,100.5
5762,4012,64,0,-5,0,41.5,100.5
5763,1878,65,5,0,0,30.5,100.5
5764,2814,65,0,0,10,25.5,100.5
5765,3475,63,0,5,0,32.5,100.5
5766,2809,65,0,5,0,30.5,100.5
5767,2871,65,5,-5,0,35.5,100.5
5768,3369,63,0,0,10,27.5,100.5
5769,5747,64,5,0,0,31.5,100.5
5770,2389,64,0,10,0,26.5,100.5
5771,6232,64,10,-5,0,31.5,100.5
5772,2401,64,10,-10,10,26.0,100.0
5773,484,65,5,5,0,25.0,100.0
5774,4278,62,0,5,0,33.0,100.0
5775,1046,64,0,-5,0,41.0,100.0
5776,5021,64,0,10,0,26.0,100.0
5777,6080,65,0,-5,10,30.0,100.0
5778,597,65,5,0,0,30.0,100.0
5779,1430,61,0,-5,10,34.0,100.0
5780,1716,63,0,0,10,27.0,100.0
5781,4422,62,0,0,10,28.0,100.0
5782,3382,64,5,-10,10,31.0,100.0
5783,4173,60,0,-5,10,35.0,100.0
5784,3642,63,0,10,0,27.0,100.0
5785,2574,62,5,-10,10,33.0,100.0
5786,6018,68,5,0,0,27.0,100.0
5787,4635,62,0,0,10,28.0,100.0
5788,1469,61,0,0,10,29.0,100.0
5789,1200,63,0,0,10,27.0,100.0
5790,2837,62,0,5,0,33.0,100.0
5791,3279,69,5,0,0,26.0,100.0
5792,629,65,0,-15,10,40.0,100.0
5793,3438,60,0,-5,0,45.0,100.0
5794,4329,63,5,0,0,32.0,100.0
5795,517,61,0,5,0,34.0,100.0
5796,3466,65,0,-5,10,30.0,100.0
5797,2003,65,5,5,0,25.0,100.0
5798,5301,68,10,-5,0,26.5,99.5
5799,4267,59,0,5,0,35.5,99.5
5800,5089,64,10,-10,0,35.5,99.5
5801,4005,65,5,-10,0,39.5,99.5
5802,4776,63,0,0,10,26.5,99.5
5803,1161,63,5,5,0,26.5,99.5
5804,2934,61,0,-5,10,33.5,99.5
5805,6221,64,15,-15,0,35.5,99.5
5806,1444,63,0,10,0,26.5,99.5
5807,6313,64,0,5,0,30.5,99.5
5808,3580,64,0,-10,10,35.5,99.5
5809,3750,63,0,5,0,31.5,99.5
5810,1287,64,0,10,0,25.5,99.5
5811,3694,68,5,0,0,26.5,99.5
5812,6063,64,0,0,0,35.5,99.5
5813,2792,59,5,0,10,25.5,99.5
5814,3639,59,0,-5,10,35.5,99.5
5815,4150,64,0,10,0,25.5,99.5
5816,3526,66,5,-5,0,33.5,99.5
5817,3912,66,0,-5,0,38.5,99.5
5818,3883,67,0,-5,10,27.5,99.5
5819,3937,64,5,0,0,30.5,99.5
5820,3795,61,0,0,0,38.5,99.5
5821,4988,65,0,5,0,29.5,99.5
5822,2860,64,10,-5,0,30.5,99.5
5823,3070,60,0,10,0,29.5,99.5
5824,6157,66,5,-5,0,33.5,99.5
5825,3671,61,0,-10,0,48.5,99.5
5826,1970,63,0,-10,0,46.5,99.5
5827,6198,61,5,0,0,33.5,99.5
5828,5499,62,0,10,0,27.5,99.5
5829,3179,67,10,-10,0,32.5,99.5
5830,2858,61,0,-5,10,33.5,99.5
5831,5019,62,0,-10,10,37.5,99.5
5832,3950,66,5,-10,0,38.0,99.0
5833,3126,62,0,0,10,27.0,99.0
5834,1521,64,0,0,0,35.0,99.0
5835,2192,62,0,0,10,27.0,99.0
5836,3520,66,10,-5,0,28.0,99.0
5837,4198,66,5,0,0,28.0,99.0
5838,3219,64,5,-5,10,25.0,99.0
5839,3472,66,0,-5,10,28.0,99.0
5840,714,60,5,-5,0,39.0,99.0
5841,3491,64,5,-10,10,30.0,99.0
5842,1441,63,0,-5,10,31.0,99.0
5843,1782,64,5,5,0,25.0,99.0
5844,718,66,10,-5,0,28.0,99.0
5845,3486,62,0,-5,10,32.0,99.0
5846,1544,63,0,5,0,31.0,99.0
5847,2783,59,0,5,0,35.0,99.0
5848,968,63,0,-10,0,46.0,99.0
5849,5281,65,5,-10,0,39.0,99.0
5850,1020,61,0,-10,0,48.0,99.0
5851,3890,63,0,-10,0,46.0,99.0
5852,1995,67,5,-5,0,32.0,99.0
5853,2750,67,10,-5,0,27.0,99.0
5854,2948,64,0,-5,10,30.0,99.0
5855,3303,64,0,5,0,30.0,99.0
5856,3820,67,10,-5,0,27.0,99.0
5857,6269,64,0,0,0,35.0,99.0
5858,429,66,5,-10,10,28.0,99.0
5859,6351,62,5,-5,10,27.0,99.0
5860,2338,62,0,0,10,27.0,99.0
5861,408,62,0,0,0,37.0,99.0
5862,3180,65,5,0,0,29.0,99.0
5863,4388,64,5,-10,0,40.0,99.0
5864,2481,65,5,-10,10,29.0,99.0
5865,2470,60,0,-5,10,34.0,99.0
5866,3118,64,0,0,0,35.0,99.0
5867,407,67,0,-10,10,31.5,98.5
5868,4355,61,0,-5,10,32.5,98.5
5869,969,62,0,-10,10,36.5,98.5
5870,1751,62,0,-15,10,41.5,98.5
5871,5674,63,0,10,0,25.5,98.5
5872,5749,62,0,-10,0,46.5,98.5
5873,3240,58,0,5,10,25.5,98.5
5874,5750,62,0,0,10,26.5,98.5
5875,1019,62,10,-10,0,36.5,98.5
5876,3818,63,5,0,0,30.5,98.5
5877,2916,65,0,-5,10,28.5,98.5
5878,4241,62,0,0,10,26.5,98.5
5879,4550,63,0,-10,0,45.5,98.5
5880,2095,65,0,-10,10,33.5,98.5
5881,2134,60,0,5,0,33.5,98.5
5882,3958,63,0,0,0,35.5,98.5
5883,5064,66,10,-10,0,32.5,98.5
5884,1154,61,0,0,10,27.5,98.5
5885,4426,64,0,-5,10,29.5,98.5
5886,4503,62,0,0,0,36.5,98.5
5887,5388,69,0,0,0,29.5,98.5
5888,4653,63,0,0,0,35.5,98.5
5889,4090,64,10,-10,0,34.5,98.5
5890,3012,65,5,0,0,28.5,98.5
5891,3374,63,5,-5,0,35.5,98.5
5892,821,66,10,-5,0,27.5,98.5
5893,454,64,0,0,0,34.5,98.5
5894,438,61,0,-5,10,32.5,98.5
5895,4773,67,5,-5,0,31.5,98.5
5896,2037,62,0,5,0,31.5,98.5
5897,1940,61,0,5,0,32.5,98.5
5898,3907,65,10,-10,0,33.5,98.5
5899,2043,63,10,-10,0,35.5,98.5
5900,4837,61,0,-5,10,32.5,98.5
5901,4702,65,5,0,0,28.5,98.5
5902,3618,62,0,-10,10,36.0,98.0
5903,3325,59,0,-5,0,44.0,98.0
5904,5507,63,5,-15,10,35.0,98.0
5905,3744,66,5,-10,10,27.0,98.0
5906,2906,64,0,5,0,29.0,98.0
5907,3881,61,0,-10,0,47.0,98.0
5908,4447,63,0,-10,10,35.0,98.0
5909,3819,66,5,-5,0,32.0,98.0
5910,2220,60,5,-10,10,33.0,98.0
5911,5814,66,0,-5,0,37.0,98.0
5912,211,62,0,-5,0,41.0,98.0
5913,2868,65,5,0,0,28.0,98.0
5914,4556,61,0,-5,10,32.0,98.0
5915,2772,62,5,-5,10,26.0,98.0
5916,496,65,5,0,0,28.0,98.0
5917,2565,60,0,0,10,28.0,98.0
5918,6004,61,5,5,0,27.0,98.0
5919,1040,66,0,-5,10,27.0,98.0
5920,82,62,0,0,10,26.0,98.0
5921,782,66,5,-5,0,32.0,98.0
5922,3024,66,10,-5,0,27.0,98.0
5923,1874,63,0,-5,10,30.0,98.0
5924,682,66,0,-15,10,37.0,98.0
5925,1089,64,0,-5,10,29.0,98.0
5926,3289,63,0,-5,10,30.0,98.0
5927,4350,66,5,0,0,27.0,98.0
5928,2825,68,5,-5,0,30.0,98.0
5929,6328,65,5,-10,0,38.0,98.0
5930,1003,63,5,0,0,30.0,98.0
5931,1104,62,0,-5,0,41.0,98.0
5932,5543,63,0,5,0,30.0,98.0
5933,5807,61,0,0,0,37.0,98.0
5934,2567,66,5,-5,0,32.0,98.0
5935,1601,65,5,0,0,27.5,97.5
5936,3241,61,0,5,0,31.5,97.5
5937,4519,66,0,5,0,26.5,97.5
5938,1648,62,0,0,0,35.5,97.5
5939,3259,61,0,0,0,36.5,97.5
5940,1762,61,0,0,10,26.5,97.5
5941,1368,62,5,-5,10,25.5,97.5
5942,5445,61,0,0,0,36.5,97.5
5943,1936,64,10,-15,0,38.5,97.5
5944,494,61,0,-10,10,36.5,97.5
5945,799,59,0,5,0,33.5,97.5
5946,4739,62,0,-10,0,45.5,97.5
5947,2926,63,10,-5,0,29.5,97.5
5948,1237,63,0,0,0,34.5,97.5
5949,1203,65,5,-10,0,37.5,97.5
5950,2733,65,5,0,0,27.5,97.5
5951,1111,65,0,-5,0,37.5,97.5
5952,453,66,0,-10,0,41.5,97.5
5953,5721,62,5,0,0,30.5,97.5
5954,4140,60,0,0,0,37.5,97.5
5955,2008,67,10,-5,0,25.5,97.5
5956,2159,63,0,0,0,34.5,97.5
5957,3793,66,5,-15,10,31.5,97.5
5958,1997,65,10,-10,0,32.5,97.5
5959,397,63,0,5,0,29.5,97.5
5960,355,66,0,-5,10,26.5,97.5
5961,34,61,5,-15,0,46.5,97.5
5962,143,66,5,0,0,26.5,97.5
5963,4722,63,5,0,0,29.5,97.5
5964,4122,64,5,-5,0,33.5,97.5
5965,6273,65,0,-5,10,27.5,97.5
5966,3804,62,0,0,0,35.5,97.5
5967,3823,64,0,-5,0,38.5,97.5
5968,3837,63,5,0,0,29.5,97.5
5969,656,62,0,0,10,25.5,97.5
5970,3938,61,5,0,0,31.5,97.5
5971,6316,62,10,-10,10,25.5,97.5
5972,3734,65,10,-10,0,32.5,97.5
5973,2145,65,0,-5,0,37.0,97.0
5974,568,67,0,-10,10,30.0,97.0
5975,3635,62,0,-10,0,45.0,97.0
5976,5038,64,0,-5,0,38.0,97.0
5977,1198,59,0,-5,10,33.0,97.0
5978,1138,61,5,-10,10,31.0,97.0
5979,6027,62,5,-5,0,35.0,97.0
5980,2271,64,0,-10,0,43.0,97.0
5981,1135,64,0,-5,10,28.0,97.0
5982,3029,67,15,-10,0,25.0,97.0
5983,4786,65,0,0,0,32.0,97.0
5984,2266,66,0,5,0,26.0,97.0
5985,2240,60,0,0,0,37.0,97.0
5986,3503,60,0,0,10,27.0,97.0
5987,3826,64,0,-10,10,33.0,97.0
5988,1358,63,0,-5,10,29.0,97.0
5989,1926,63,0,5,0,29.0,97.0
5990,1495,66,5,0,0,26.0,97.0
5991,1941,62,5,0,0,30.0,97.0
5992,4671,69,15,-15,0,28.0,97.0
5993,5396,63,0,0,0,34.0,97.0
5994,4688,61,0,-5,0,41.0,97.0
5995,3067,65,5,-5,0,32.0,97.0
5996,812,65,5,0,0,27.0,97.0
5997,4234,62,5,0,0,30.0,97.0
5998,5797,64,5,0,0,28.0,97.0
5999,1835,67,10,-10,0,30.0,97.0
6000,4439,61,0,-5,10,31.0,97.0
6001,3045,62,0,-5,10,30.0,97.0
6002,690,63,5,-5,0,34.0,97.0
6003,1627,65,0,5,0,27.0,97.0
6004,1595,64,10,-5,0,28.0,97.0
6005,426,62,5,0,0,30.0,97.0
6006,5302,65,0,-5,10,26.5,96.5
6007,48,63,5,0,0,28.5,96.5
6008,4049,65,0,5,0,26.5,96.5
6009,53,66,0,-5,10,25.5,96.5
6010,1319,66,0,0,0,30.5,96.5
6011,3298,61,0,0,10,25.5,96.5
6012,2968,66,10,-5,0,25.5,96.5
6013,5898,63,0,-10,0,43.5,96.5
6014,2127,60,5,-5,10,26.5,96.5
6015,5717,60,5,-5,10,26.5,96.5
6016,5551,61,10,-15,0,40.5,96.5
6017,681,63,5,-5,0,33.5,96.5
6018,816,66,0,-5,10,25.5,96.5
6019,1100,65,5,-10,0,36.5,96.5
6020,3143,64,5,-5,0,32.5,96.5
6021,4922,67,0,-5,0,34.5,96.5
6022,4538,61,0,5,0,30.5,96.5
6023,5798,58,0,5,0,33.5,96.5
6024,625,59,0,-5,10,32.5,96.5
6025,6098,65,0,5,0,26.5,96.5
6026,4404,64,0,0,0,32.5,96.5
6027,2629,63,0,5,0,28.5,96.5
6028,1597,65,0,-5,10,26.5,96.5
6029,479,61,5,-5,10,25.5,96.5
6030,1741,61,0,-10,0,45.5,96.5
6031,5834,61,0,10,0,25.5,96.5
6032,5353,61,0,5,0,30.5,96.5
6033,5810,63,0,-15,10,38.5,96.5
6034,7,66,5,-10,10,25.0,96.0
6035,378,63,0,5,0,28.0,96.0
6036,3975,65,0,-5,0,36.0,96.0
6037,2826,68,5,-5,0,28.0,96.0
6038,95,62,0,-15,0,49.0,96.0
6039,491,64,0,0,0,32.0,96.0
6040,913,63,5,-10,10,28.0,96.0
6041,383,61,0,-5,0,40.0,96.0
